"time" "survival"
0.189451923076921 0.989468389691963
0.801669871794873 0.989468389691963
1.40233653846153 0.989468389691963
1.84417307692307 0.974807053125845
2.28600961538461 0.943058606913221
2.85779807692307 0.935231922020932
3.37760576923076 0.924333893812501
3.68949038461538 0.893872969266006
3.76746153846153 0.851216120289107
4.10533653846154 0.810364648355
4.677125 0.805055921567247
5.1709423076923 0.788704439855446
5.48282692307692 0.757470375150576
5.62577403846154 0.723166134271209
6.028625 0.692138543084432
6.704375 0.670452682803773
7.14621153846153 0.651532395456892
7.380125 0.622285146704526
7.64002884615384 0.581541877166457
8.33527163461538 0.56339586828859
8.88756730769231 0.557165030299678
9.35539423076923 0.528383731900091
9.92718269230769 0.510662297015065
10.4989711538461 0.501645618224057
10.9927884615384 0.495097573567372
11.5039326923076 0.457288178311248
11.7984903846153 0.44908682885906
13.0044442307692 0.436076245482705
13.5658365384615 0.432129291430046
13.9037115384615 0.430728704181724
14.6314423076923 0.420639003613835
15.5930865384615 0.39496758205441
16.2233533653846 0.376814218185338
16.7366634615384 0.376814218185338
17.3084519230769 0.3754627968508
17.8802403846153 0.375371072300183
18.4260384615384 0.365339463947685
19.1277788461538 0.347384823649504
19.6995673076923 0.347163751935983
20.1414038461538 0.346244278093271
21.2589903846153 0.340669653752288
21.8307788461538 0.337344250129065
22.4025673076923 0.337344250129065
22.9743557692307 0.337344250129065
23.5461442307692 0.336465456383661
24.0979400887574 0.306813352006079
24.6689288461538 0.301818243417656
25.157548076923 0.295285101224279
25.7293365384615 0.286094727671657
26.6130096153846 0.277124439738114
27.184798076923 0.272764258811658
27.7565865384615 0.272764258811658
28.328375 0.272764258811658
28.9001634615384 0.272764258811658
29.4199711538461 0.272393940371708
