"time" "survival"
0.418812853268374 0.996550838301184
1.04575739900391 0.999681631694234
1.64951393623754 0.994793017426016
2.25339933064417 0.993224370321067
2.85716704542385 0.988623742239128
3.46098615673013 0.985347330548727
4.06463571248471 0.977702369937789
4.66791436546991 0.96050120856318
5.27116652540017 0.942617461419737
5.87464122699204 0.930467434734497
6.4783013799686 0.923095508431093
7.08133629684822 0.899614557983214
7.68475801233019 0.886099359760306
8.28753329727126 0.855929068777857
8.89074306831358 0.83695318440428
9.49412486759274 0.82240955695633
10.0975494090005 0.808967167882098
10.6458055192521 0.788717123406699
11.1936306758097 0.75736368375827
11.7973014260083 0.7502647917624
12.400818516488 0.739206902307294
13.0041766486381 0.724053498239186
13.6072168641287 0.700709064945073
14.2106703712766 0.688012969644767
14.8139702187058 0.671357876885224
15.4176674619593 0.664941570658187
16.0208878302236 0.646238720592144
16.6238856568263 0.621802150067898
17.2271961014775 0.605420091615889
17.8306443100144 0.592587479161815
18.4344740185426 0.589584101778947
19.0380229006884 0.579345315246442
19.6414393175594 0.565693599869767
20.2450040955381 0.555864364798562
20.8485900679608 0.546581198342424
21.4523667903791 0.542212649421888
22.0563130683492 0.542212649421888
22.6600156102137 0.535932860348618
23.263818825687 0.532246897196916
23.8674630828306 0.524465419432212
24.4708653700722 0.51044965831216
25.0746000568434 0.504998073305075
25.6783873764837 0.504998073305075
26.2823421322314 0.501120986138099
26.885865164725 0.490216190919718
27.4892268923611 0.475155423491665
28.0931583342203 0.475155423491665
28.6971194483012 0.475155423491665
29.3010402929385 0.474500141153585
29.9050289597965 0.474500141153585
30.5089646405446 0.474500141153585
30.92076738815 0.474500141153585
