"time" "survival" "NA." "NA..1"
0.0659761756298236 1 1 1
0.19028399750581 1 1 1
0.312998129357746 0.994344216785378 1 1
0.435712261209682 0.989185949469017 1 1
0.558426393061617 0.989185949469017 1 1
0.681140524913553 0.984737540984264 1 1
0.813416796909796 0.980814834300768 1 1
0.92037110519056 0.974197905885831 1 1
1.06826791484123 0.956499799344461 1 1
1.26986943294975 0.950278733585128 1 1
1.41047937569676 0.935870105780991 1 1
1.60388704883914 0.921014491362211 1 1
1.78179894288958 0.904569709514668 1 1
1.90248474198363 0.903938469358703 1 1
1.98637265461141 0.882545342129476 1 1
2.11499281419954 0.876314276836421 1 1
2.21413752054872 0.865772389413836 1 1
2.24295674848364 0.838959712312848 1 1
2.36492715832435 0.837445126950631 1 1
2.48924315296969 0.833826550605001 1 1
2.60631807396729 0.819835712077543 1 1
2.67644043502554 0.806160989106996 1 1
2.78959242673317 0.799101405321919 1 1
2.90585323183181 0.787096521695816 1 1
2.98419968633675 0.78333042110781 1 1
3.09159668629086 0.77753618040181 1 1
3.21351397313077 0.773130381762218 1 1
3.33622810498271 0.77050070321082 1 1
3.46489201292443 0.765651688866785 1 1
3.57181298912626 0.763092071920637 1 1
3.70646221869508 0.760398493259318 1 1
3.82336602233433 0.760398493259318 1 1
3.94979876424238 0.760105890963832 1 1
4.07251289609432 0.759384473642729 1 1
4.20102412939553 0.753574156055372 1 1
4.31794115979819 0.752840519606201 1 1
4.44065529165013 0.74995485032179 1 1
4.56336942350207 0.744003157422692 1 1
4.686083555354 0.741929082624522 1 1
4.80879768720594 0.734766107560096 1 1
4.91291876877728 0.713501525558139 1 1
5.0384765436133 0.71167411326686 1 1
5.15462842242503 0.709645657505171 1 1
5.27385635734935 0.699579631446659 1 1
5.39113202199421 0.696876570921652 1 1
5.52277081798083 0.684576405596849 1 1
5.63370935132173 0.662422882027984 1 1
5.75066849142014 0.648175378701326 1 1
5.89177135431883 0.646271920528294 1 1
6.01269769287455 0.640517345663248 1 1
6.1140298169038 0.622508751077683 1 1
6.16980896774559 0.601703590835165 1 1
6.28596084655731 0.585206474154064 1 1
6.41058896887931 0.58091775427089 1 1
6.5379513633014 0.58091775427089 1 1
6.66066549515333 0.580782488523183 1 1
6.78337962700527 0.580782488523183 1 1
6.9060937588572 0.578552497650872 1 1
7.01579275551272 0.573560800548394 1 1
7.1018667520293 0.551090898596834 1 1
7.15 0.551090898596834 1 1
7.19034824178523 0.540296240540867 1 1
7.34581939799331 0.509001465073455 1 1
7.45923700470494 0.509001465073455 1 1
7.58659939912703 0.508009516256938 1 1
7.70931353097896 0.506656858779871 1 1
7.77624851198911 0.476928453339426 1 1
7.84318349299926 0.458682606926534 1 1
7.9101184740094 0.442034167125902 1 1
8.05600240698024 0.4179710852193 1 1
8.1821491019609 0.417055440157901 1 1
8.30829579694156 0.416597617627201 1 1
8.42793492432401 0.416041690268494 1 1
8.5428134135577 0.416041690268494 1 1
8.66871492545773 0.416028807816331 1 1
8.79142905730967 0.415848453486056 1 1
8.91414318916161 0.414766327504401 1 1
9.03685732101354 0.414766327504401 1 1
9.1632900629216 0.414766327504401 1 1
9.28228558471741 0.414766327504401 1 1
9.40499971656935 0.414766327504401 1 1
9.52771384842128 0.414766327504401 1 1
9.65042798027322 0.414766327504401 1 1
9.77314211212516 0.414766327504401 1 1
9.89585624397709 0.414766327504401 1 1
10.018570375829 0.414766327504401 1 1
10.1412845076809 0.414766327504401 0 1
