"time" "survival" "NA." "NA..1"
2.87171832647335 1.00075846935756 1 1
16.9588597166894 0.987964526856918 1 1
27.8821678859206 0.973429219729721 1 1
37.2198023058674 0.932309577226502 1 1
37.9043263142546 0.901892060644749 1 1
40.3375187745869 0.882829582760852 1 1
43.0965686974571 0.853442934466123 1 1
43.6381980016901 0.823550805104345 1 1
47.5907526244434 0.808569568132083 1 1
58.6532353731536 0.797200121520499 1 1
70.9782775193569 0.785704378203956 1 1
78.0005617544278 0.765408933245414 1 1
80.4555845317068 0.737145827915012 1 1
84.4790839061507 0.711319233002235 1 1
88.2662025419634 0.681333032302643 1 1
99.1309223697681 0.669204816666179 1 1
107.486820523021 0.647153603219509 1 1
117.796530854587 0.634475903907233 1 1
125.066387207461 0.616421818778082 1 1
127.253335542173 0.583497401934206 1 1
129.536878604809 0.559169976767992 1 1
136.282074576459 0.53567681282778 1 1
146.126977836809 0.524883603128881 1 1
148.79907654523 0.507424033881857 1 1
158.466940821296 0.495772322495816 1 1
164.305389108718 0.473787328033084 1 1
168.217277296139 0.452233811506232 1 1
170.668865970743 0.421062847785034 1 1
176.846706545869 0.398392960994002 1 1
186.262868670272 0.388570248992082 1 1
193.653665097062 0.373469068032686 1 1
202.936409526492 0.369020363252971 1 1
211.237463468124 0.346602182083594 1 1
213.335133682687 0.316425607953817 1 1
220.620550587574 0.300796473428555 1 1
229.646061327721 0.29577482641671 1 1
234.503871770363 0.282481002570394 1 1
244.549239651024 0.282481002570394 1 1
245.649667332629 0.260552020694263 1 1
251.657280048582 0.24015437643777 1 1
256.167520271364 0.213165307744556 1 1
262.748637979366 0.198648709645601 1 1
268.941846436422 0.194285812203574 1 1
288.361710581618 0.184812866895104 1 1
295.627331144077 0.16610695743017 1 1
302.537243631464 0.143489350548625 1 1
312.013437151211 0.131400842762305 1 1
333.8486472365 0.121704478238453 1 1
343.982418825839 0.107307405519812 1 1
354.133569057075 0.101550511737578 1 1
374.955957115058 0.0944225330013042 1 1
386.312057493363 0.0886692434886016 1 1
409.831806361179 0.0822255129854345 1 1
421.120794151427 0.074640992865268 1 1
429.244871825975 0.0708674632802053 1 1
463.666785551674 0.0647362339628654 1 1
472.132315585448 0.0593286289303778 1 1
491.11244771573 0.052920612736534 1 1
504.820739014843 0.0467803007084024 0 1
