"time" "survival" "NA." "NA..1"
0.343612933796189 0.993692801866487 1 1
1.03692044623451 0.979798892594844 1 1
1.76671782774853 0.9507479913905 1 1
2.35055573295975 0.93281221760347 1 1
2.81580156367494 0.89586704976751 1 1
3.33578219800369 0.87108192318665 1 1
3.8831302341392 0.839407254818198 1 1
4.57643774657753 0.800946387788968 1 1
5.05992851183057 0.779726599083186 1 1
5.85358316422707 0.736598067492864 1 1
6.71565632114051 0.703183789823045 1 1
7.27668805817942 0.674316609733036 1 1
8.00648543969344 0.644324137817721 1 1
8.59032334490467 0.616031086210012 1 1
9.13082953058849 0.60106355667647 1 1
9.87963205224611 0.58234888191512 1 1
10.4677271088494 0.564345743719501 1 1
11.0533895075145 0.545895550812331 1 1
11.6554723472635 0.534321120609177 1 1
12.2575551870126 0.516959475304446 1 1
12.6406988123075 0.500837947521482 1 1
13.7353948845785 0.482236184694985 1 1
14.3374777243276 0.466941401926532 1 1
15.0490301713037 0.448438061125572 1 1
15.9065420945827 0.428589619308939 1 1
16.3535429907601 0.418737574552683 1 1
17.3916797659638 0.398073542217767 1 1
17.9157655105635 0.380339861656507 1 1
18.5588994530228 0.362151471337265 1 1
19.2088752459337 0.346374420643681 1 1
19.8109580856828 0.320331952686585 1 1
20.5225105326589 0.308723074774493 1 1
21.1861700264732 0.297544793224126 1 1
21.7266762121571 0.293324948879226 1 1
22.5750656681671 0.282387801291424 1 1
23.2592507133365 0.274998767724233 1 1
23.9238876143582 0.256810377404991 1 1
24.6823556072889 0.239379836682384 1 1
25.3391732506515 0.229252210254625 1 1
25.9777459594763 0.223464995153048 1 1
26.5250939956118 0.221444062895354 1 1
27.1043706671885 0.205276604833807 1 1
27.5833001988071 0.20103264709265 1 1
28.229170881447 0.187088214514565 1 1
28.7874658783053 0.171931222581864 1 1
29.6221716334119 0.171931222581864 1 1
30.3063566785813 0.171362835384387 1 1
30.5937143975525 0.167384125002053 1 1
32.235758505959 0.164352726615513 1 1
34.4642469387965 0.150711433876082 1 1
35.0819682938637 0.139412585344432 1 1
35.5526876049403 0.134948162266072 0 1
